,language,source_language,e
4447,southern catanduanes bicolano,Malay‎,1
4447,southern catanduanes bicolano,Spanish‎,9
4460,southern ndebele,Afrikaans‎,23
4460,southern ndebele,English‎,23
4460,southern ndebele,Northern Sotho‎,5
4460,southern ndebele,Seroa‎,1
4461,southern ohlone,Spanish‎,1
4467,southern sami,Proto-Germanic‎,1
4476,southern yukaghir,Even‎,1
4476,southern yukaghir,Russian‎,15
4476,southern yukaghir,Yakut‎,1
4482,spanish,a pre-Roman substrate of Iberia‎,3
4482,spanish,Afrikaans‎,3
4482,spanish,Akkadian‎,1
4482,spanish,Ancient Greek‎,371
4482,spanish,Andalusian Arabic‎,87
4482,spanish,Arabic‎,180
4482,spanish,Aragonese‎,7
4482,spanish,Arawak‎,4
4482,spanish,Arhuaco‎,1
4482,spanish,Armenian‎,1
4482,spanish,Asturian‎,10
4482,spanish,Aymara‎,11
4482,spanish,Bambara‎,1
4482,spanish,Bantu languages‎,1
4482,spanish,Basque‎,203
4482,spanish,Berber languages‎,1
4482,spanish,Caló‎,28
4482,spanish,Canadian French‎,1
4482,spanish,Cantonese‎,11
4482,spanish,Cariban languages‎,2
4482,spanish,Catalan‎,185
4482,spanish,Cebuano‎,2
4482,spanish,Celtic languages‎,1
4482,spanish,Chaima‎,1
4482,spanish,Chatino languages‎,1
4482,spanish,Chibcha‎,1
4482,spanish,Chichewa‎,1
4482,spanish,Chinese‎,4
4482,spanish,Classical Nahuatl‎,207
4482,spanish,Classical Quechua‎,1
4482,spanish,Classical Syriac‎,1
4482,spanish,Cosoleacaque Nahuatl‎,1
4482,spanish,Cumanagoto‎,4
4482,spanish,Czech‎,2
4482,spanish,Danish‎,2
4482,spanish,Dutch‎,15
4482,spanish,Ecclesiastical Latin‎,32
4482,spanish,Efik‎,2
4482,spanish,Egyptian‎,2
4482,spanish,Egyptian Arabic‎,1
4482,spanish,English‎,964
4482,spanish,Finnish‎,2
4482,spanish,Fon‎,1
4482,spanish,Frankish‎,3
4482,spanish,French‎,997
4482,spanish,Galibi Carib‎,3
4482,spanish,Galician‎,49
4482,spanish,Gaulish‎,2
4482,spanish,Georgian‎,1
4482,spanish,German‎,113
4482,spanish,Germanic languages‎,2
4482,spanish,Gothic‎,2
4482,spanish,Greek‎,3
4482,spanish,Guanche‎,28
4482,spanish,Guaraní‎,16
4482,spanish,Guyanese Creole English‎,1
4482,spanish,Haitian Creole‎,1
4482,spanish,Hebrew‎,16
4482,spanish,Hindi‎,3
4482,spanish,Hokkien‎,3
4482,spanish,Hungarian‎,2
4482,spanish,Iberian‎,2
4482,spanish,Icelandic‎,1
4482,spanish,Igbo‎,1
4482,spanish,Island Carib‎,0
4482,spanish,Italian‎,390
4482,spanish,Jamaican Creole‎,1
4482,spanish,Japanese‎,72
4482,spanish,Jivaroan languages‎,1
4482,spanish,K'iche'‎,1
4482,spanish,Kaqchikel‎,1
4482,spanish,Kichwa‎,1
4482,spanish,Korean‎,4
4482,spanish,Kuna‎,2
4482,spanish,Late Latin‎,541
4482,spanish,Latin‎,3279
4482,spanish,Leonese‎,2
4482,spanish,Ligurian‎,2
4482,spanish,Lunfardo‎,1
4482,spanish,Luo‎,1
4482,spanish,Malay‎,9
4482,spanish,Malayalam‎,1
4482,spanish,Manchu‎,1
4482,spanish,Mandarin‎,7
4482,spanish,Mandinka‎,1
4482,spanish,Maori‎,1
4482,spanish,Mapudungun‎,37
4482,spanish,Mayan languages‎,2
4482,spanish,Medieval Latin‎,250
4482,spanish,Mezquital Otomi‎,4
4482,spanish,Middle English‎,1
4482,spanish,Middle French‎,3
4482,spanish,Middle High German‎,1
4482,spanish,Min Dong‎,1
4482,spanish,Mixtec languages‎,2
4482,spanish,Mopan Maya‎,1
4482,spanish,Mozarabic‎,14
4482,spanish,Nahuan languages‎,61
4482,spanish,Nahuatl‎,7
4482,spanish,Neapolitan‎,2
4482,spanish,Nepali‎,1
4482,spanish,New Latin‎,161
4482,spanish,Norwegian‎,3
4482,spanish,Occitan‎,25
4482,spanish,Old Catalan‎,11
4482,spanish,Old Dutch‎,1
4482,spanish,Old English‎,1
4482,spanish,Old French‎,55
4482,spanish,Old Norse‎,3
4482,spanish,Old Occitan‎,34
4482,spanish,Old Portuguese‎,1
4482,spanish,Old Tupi‎,11
4482,spanish,Otomian languages‎,1
4482,spanish,Ottoman Turkish‎,2
4482,spanish,Pashto‎,1
4482,spanish,Persian‎,7
4482,spanish,Piedmontese‎,1
4482,spanish,Pipil‎,2
4482,spanish,Polish‎,10
4482,spanish,Portuguese‎,111
4482,spanish,Proto-Germanic‎,1
4482,spanish,Provençal‎,7
4482,spanish,Purepecha‎,3
4482,spanish,Quechua‎,102
4482,spanish,Rapa Nui‎,1
4482,spanish,Renaissance Latin‎,1
4482,spanish,Romance languages‎,1
4482,spanish,Romani‎,1
4482,spanish,Romanian‎,7
4482,spanish,Russian‎,22
4482,spanish,Sacapulteco‎,1
4482,spanish,Sanskrit‎,12
4482,spanish,Scottish Gaelic‎,1
4482,spanish,Shuar‎,1
4482,spanish,Sicilian‎,2
4482,spanish,Southern Ohlone‎,1
4482,spanish,Swahili‎,1
4482,spanish,Swedish‎,4
4482,spanish,Tagalog‎,18
4482,spanish,Tamanaku‎,1
4482,spanish,Tamil‎,2
4482,spanish,Tausug‎,1
4482,spanish,Taíno‎,44
4482,spanish,Tehuelche‎,1
4482,spanish,Telugu‎,1
4482,spanish,Thai‎,1
4482,spanish,Tibetan‎,1
4482,spanish,Tongan‎,1
4482,spanish,Translingual‎,6
4482,spanish,Tupian languages‎,1
4482,spanish,Turkish‎,7
4482,spanish,Valencian‎,2
4482,spanish,Vulgar Latin‎,3
4482,spanish,Waray-Waray‎,1
4482,spanish,Wayuu‎,1
4482,spanish,Wolof‎,1
4482,spanish,Yiddish‎,4
4482,spanish,Yoruba‎,8
4482,spanish,Yucatec Maya‎,9
4482,spanish,Zapotec‎,1
4482,spanish,Zulu‎,1
4486,squamish,Chinook Jargon‎,2
4487,sranan tongo,Akan‎,8
4487,sranan tongo,Anyi‎,1
4487,sranan tongo,Arawak‎,1
4487,sranan tongo,Awutu‎,1
4487,sranan tongo,Baoule‎,1
4487,sranan tongo,Dutch‎,283
4487,sranan tongo,Edo‎,1
4487,sranan tongo,Efik‎,2
4487,sranan tongo,English‎,16
4487,sranan tongo,Fon‎,2
4487,sranan tongo,Galibi Carib‎,4
4487,sranan tongo,Gbe languages‎,1
4487,sranan tongo,German‎,2
4487,sranan tongo,Ibibio‎,1
4487,sranan tongo,Igbo‎,1
4487,sranan tongo,Kongo‎,7
4487,sranan tongo,Portuguese‎,17
4487,sranan tongo,Spanish‎,2
4498,sudanese arabic,Beja‎,1
4500,sudovian,Finnic languages‎,3
4500,sudovian,Germanic languages‎,1
4500,sudovian,Latin‎,1
4500,sudovian,Middle High German‎,8
4513,sumerian,Akkadian‎,8
4513,sumerian,substrate languages‎,6
4514,sundanese,Arabic‎,2
4514,sundanese,Dutch‎,3
4514,sundanese,English‎,1
4514,sundanese,Javanese‎,3
4514,sundanese,Malay‎,9
4514,sundanese,Min Nan‎,1
4514,sundanese,Old Javanese‎,3
4514,sundanese,Sanskrit‎,4
4514,sundanese,Tamil‎,1
4520,sursurunga,Tok Pisin‎,6
4527,svan,Adyghe‎,2
4527,svan,Ancient Greek‎,1
4527,svan,Georgian‎,28
4527,svan,Georgian-Zan languages‎,1
4527,svan,Kabardian‎,1
4527,svan,Mingrelian‎,17
4527,svan,Old Georgian‎,7
4529,swahili,Afrikaans‎,1
4529,swahili,Ancient Greek‎,2
4529,swahili,Arabic‎,286
4529,swahili,Bemba‎,1
4529,swahili,English‎,492
4529,swahili,Esperanto‎,1
4529,swahili,German‎,4
4529,swahili,Gujarati‎,2
4529,swahili,Hebrew‎,1
4529,swahili,Hindi‎,16
4529,swahili,Indo-Aryan languages‎,1
4529,swahili,Iraqw‎,1
4529,swahili,Italian‎,2
4529,swahili,Japanese‎,5
4529,swahili,Kikuyu‎,1
4529,swahili,Latin‎,2
4529,swahili,Luo‎,1
4529,swahili,Maasai‎,1
4529,swahili,Malagasy‎,1
4529,swahili,Malay‎,1
4529,swahili,Medieval Latin‎,1
4529,swahili,Omani Arabic‎,47
4529,swahili,Ottoman Turkish‎,1
4529,swahili,Persian‎,3
4529,swahili,Portuguese‎,32
4529,swahili,Shambala‎,2
4529,swahili,Spanish‎,1
4529,swahili,Urdu‎,1
4531,swazi,Afrikaans‎,20
4531,swazi,English‎,81
4531,swazi,Seroa‎,1
4531,swazi,Zulu‎,1
4531,swazi,ǁXegwi‎,1
4532,swedish,Ancient Greek‎,19
4532,swedish,Arabic‎,3
4532,swedish,Belarusian‎,0
4532,swedish,Bengali‎,1
4532,swedish,Bulgarian‎,1
4532,swedish,Burmese‎,1
4532,swedish,Czech‎,1
4532,swedish,Danish‎,20
4532,swedish,Dutch‎,24
4532,swedish,Ecclesiastical Latin‎,2
4532,swedish,English‎,265
4532,swedish,Fijian‎,1
4532,swedish,Finnish‎,10
4532,swedish,French‎,335
4532,swedish,German‎,167
4532,swedish,German Low German‎,1
4532,swedish,Greek‎,1
4532,swedish,Greenlandic‎,1
4532,swedish,Hawaiian‎,1
4532,swedish,Hebrew‎,4
4532,swedish,Hindi‎,2
4532,swedish,Hungarian‎,1
4532,swedish,Icelandic‎,5
4532,swedish,Italian‎,32
4532,swedish,Japanese‎,3
4532,swedish,Korean‎,1
4532,swedish,Late Latin‎,6
4532,swedish,Latin‎,139
4532,swedish,Lithuanian‎,2
4532,swedish,Low German‎,30
4532,swedish,Lule Sami‎,2
4532,swedish,Malay‎,1
4532,swedish,Medieval Latin‎,3
4532,swedish,Meänkieli‎,1
4532,swedish,Middle Dutch‎,4
4532,swedish,Middle French‎,3
4532,swedish,Middle High German‎,4
4532,swedish,Middle Low German‎,121
4532,swedish,New Latin‎,3
4532,swedish,Northern Sami‎,3
4532,swedish,Norwegian‎,3
4532,swedish,Occitan‎,1
4532,swedish,Old French‎,8
4532,swedish,Old Frisian‎,2
4532,swedish,Old Norse‎,4
4532,swedish,Old Spanish‎,1
4532,swedish,Old Swedish‎,1
4532,swedish,Ottoman Turkish‎,3
4532,swedish,Polish‎,1
4532,swedish,Polynesian languages‎,1
4532,swedish,Portuguese‎,5
4532,swedish,Romani‎,2
4532,swedish,Russian‎,17
4532,swedish,Sanskrit‎,1
4532,swedish,Serbo-Croatian‎,2
4532,swedish,Southern Sami‎,1
4532,swedish,Spanish‎,7
4532,swedish,Tavringer Romani‎,33
4532,swedish,Telugu‎,1
4532,swedish,Tswana‎,1
4532,swedish,Turkish‎,3
4532,swedish,Ukrainian‎,1
4532,swedish,Uralic languages‎,1
4532,swedish,Urdu‎,1
4532,swedish,Welsh‎,1
4532,swedish,Yiddish‎,2
4537,sylheti,Arabic‎,1
4537,sylheti,Bengali‎,1
4537,sylheti,Persian‎,8
4537,sylheti,Portuguese‎,1
4537,sylheti,Sanskrit‎,5
4539,sãotomense,Edo‎,1
4539,sãotomense,Kimbundu‎,1
4539,sãotomense,Kongo‎,1
4543,tabaru,Ternate‎,1
4544,tabasaran,Arabic‎,1
4544,tabasaran,Kartvelian languages‎,1
4544,tabasaran,Persian‎,2
4544,tabasaran,Turkic languages‎,14
4555,tae',Malay‎,2
4558,tagabawa,Spanish‎,2
4561,tagalog,Andalusian Arabic‎,1
4561,tagalog,Arabic‎,10
4561,tagalog,Asturian‎,1
4561,tagalog,Basque‎,22
4561,tagalog,Bikol Central‎,2
4561,tagalog,Burmese‎,1
4561,tagalog,Cantonese‎,23
4561,tagalog,Catalan‎,11
4561,tagalog,Cebuano‎,57
4561,tagalog,Central Bontoc‎,1
4561,tagalog,Chinese‎,8
4561,tagalog,English‎,439
4561,tagalog,French‎,2
4561,tagalog,Galician‎,7
4561,tagalog,Hakka‎,2
4561,tagalog,Hawaiian‎,1
4561,tagalog,Hiligaynon‎,12
4561,tagalog,Hokkien‎,224
4561,tagalog,Ibanag‎,2
4561,tagalog,Ilocano‎,29
4561,tagalog,Indonesian‎,2
4561,tagalog,Italian‎,3
4561,tagalog,Japanese‎,179
4561,tagalog,Kankanaey‎,1
4561,tagalog,Kapampangan‎,24
4561,tagalog,Late Latin‎,1
4561,tagalog,Latin‎,3
4561,tagalog,Mag-Anchi Ayta‎,2
4561,tagalog,Maguindanao‎,1
4561,tagalog,Malay‎,88
4561,tagalog,Mandarin‎,8
4561,tagalog,Maranao‎,2
4561,tagalog,Min Nan‎,4
4561,tagalog,Old Javanese‎,2
4561,tagalog,Old Malay‎,1
4561,tagalog,Old Spanish‎,1
4561,tagalog,Old Tagalog‎,2
4561,tagalog,Pangasinan‎,4
4561,tagalog,Persian‎,1
4561,tagalog,Portuguese‎,4
4561,tagalog,Sanskrit‎,29
4561,tagalog,Spanish‎,3594
4561,tagalog,Taishanese‎,1
4561,tagalog,Tamil‎,7
4561,tagalog,Tausug‎,2
4561,tagalog,Taíno‎,1
4561,tagalog,Teochew‎,1
4561,tagalog,Waray-Waray‎,2
4566,tahitian,English‎,1
4569,tai dam,French‎,2
4569,tai dam,Middle Chinese‎,1
4569,tai dam,Old Chinese‎,1
4569,tai dam,Thai‎,1
4569,tai dam,Vietnamese‎,1
4575,tai nüa,Mandarin‎,1
4575,tai nüa,Middle Chinese‎,1
4575,tai nüa,Old Chinese‎,1
4582,taivoan,Japanese‎,1
4584,tajik,Ancient Greek‎,1
4584,tajik,Arabic‎,134
4584,tajik,Bactrian‎,1
4584,tajik,Chinese‎,1
4584,tajik,English‎,5
4584,tajik,French‎,1
4584,tajik,Persian‎,4
4584,tajik,Russian‎,30
4584,tajik,Turkic languages‎,4
4584,tajik,Uzbek‎,1
4588,takia,Bargam‎,1
4594,taliabu,Old Javanese‎,1
4600,talysh,Arabic‎,1
4600,talysh,Azerbaijani‎,20
4600,talysh,Persian‎,1
4607,tamil,Ancient Greek‎,1
4607,tamil,Arabic‎,10
4607,tamil,Ardhamagadhi Prakrit‎,1
4607,tamil,Austronesian languages‎,1
4607,tamil,Burmese‎,1
4607,tamil,Classical Persian‎,2
4607,tamil,Classical Sanskrit‎,2
4607,tamil,Dutch‎,3
4607,tamil,English‎,46
4607,tamil,German‎,1
4607,tamil,Greek‎,1
4607,tamil,Hebrew‎,1
4607,tamil,Hindi‎,14
4607,tamil,Maharastri Prakrit‎,9
4607,tamil,Malay‎,4
4607,tamil,Marathi‎,3
4607,tamil,Old Marathi‎,2
4607,tamil,Ottoman Turkish‎,1
4607,tamil,Pali‎,5
4607,tamil,Persian‎,5
4607,tamil,Portuguese‎,6
4607,tamil,Prakrit‎,2
4607,tamil,Prakrit languages‎,2
4607,tamil,Sanskrit‎,554
4607,tamil,Sinhalese‎,1
4607,tamil,Spanish‎,1
4607,tamil,Telugu‎,6
4607,tamil,Turkish‎,1
4607,tamil,Urdu‎,55
4615,tangam,English‎,1
4619,tangut,Chinese‎,1
4619,tangut,Middle Chinese‎,2
4621,tanimuca-retuarã,Spanish‎,2
4625,taos,English‎,2
4625,taos,Spanish‎,5
4633,tarantino,Latin‎,1
4637,tarifit,Arabic‎,5
4637,tarifit,Moroccan Arabic‎,8
4637,tarifit,Spanish‎,1
4638,tarok,Hausa‎,1
4639,taroko,Chinese‎,1
4639,taroko,English‎,1
4639,taroko,Hokkien‎,1
4639,taroko,Japanese‎,1
4644,tashelhit,Arabic‎,12
4644,tashelhit,Moroccan Arabic‎,2
4646,tat,Armenian‎,1
4646,tat,Azerbaijani‎,1
4647,tataltepec chatino,Mixtec languages‎,1
4647,tataltepec chatino,Spanish‎,12
4649,tatar,Arabic‎,9
4649,tatar,Armenian‎,1
4649,tatar,English‎,6
4649,tatar,Iranian languages‎,1
4649,tatar,Ottoman Turkish‎,3
4649,tatar,Persian‎,15
4649,tatar,Russian‎,15
4649,tatar,Spanish‎,1
4649,tatar,Uyghur‎,1
4654,tausug,Arabic‎,1
4654,tausug,Classical Malay‎,1
4654,tausug,Malay‎,9
4654,tausug,Spanish‎,6
4654,tausug,Tagalog‎,1
4666,tboli,Malay‎,1
4678,telugu,Ancient Greek‎,1
4678,telugu,Arabic‎,2
4678,telugu,Bengali‎,2
4678,telugu,Classical Persian‎,6
4678,telugu,Classical Sanskrit‎,3
4678,telugu,Dutch‎,1
4678,telugu,English‎,120
4678,telugu,French‎,5
4678,telugu,Hindi‎,25
4678,telugu,Hindustani languages‎,3
4678,telugu,Japanese‎,1
4678,telugu,Kannada‎,2
4678,telugu,Latin‎,2
4678,telugu,Malayalam‎,1
4678,telugu,Old Marathi‎,1
4678,telugu,Persian‎,9
4678,telugu,Portuguese‎,10
4678,telugu,Prakrit‎,1
4678,telugu,Prakrit languages‎,5
4678,telugu,Sanskrit‎,492
4678,telugu,Tamil‎,2
4678,telugu,Turkish‎,1
4678,telugu,Urdu‎,10
4687,tengger,Javanese‎,2
4690,teochew,Hokkien‎,2
4691,teojomulco chatino,Spanish‎,4
4693,tepecano,Spanish‎,1
4694,tepeuxila cuicatec,Spanish‎,3
4695,teposcolula mixtec,Classical Nahuatl‎,1
4695,teposcolula mixtec,Nahuan languages‎,0
4697,ter sami,Russian‎,4
4702,teribe,English‎,1
4702,teribe,Spanish‎,1
4703,ternate,Arabic‎,1
4703,ternate,Dutch‎,1
4703,ternate,English‎,2
4703,ternate,Indonesian‎,15
4703,ternate,Malay‎,17
4703,ternate,North Moluccan Malay‎,1
4705,tetelcingo nahuatl,Classical Nahuatl‎,1
4705,tetelcingo nahuatl,Spanish‎,137
4707,tetum,Indonesian‎,2
4707,tetum,Malay‎,3
4707,tetum,Portuguese‎,38
4707,tetum,Sãotomense‎,1
4712,tezoatlán mixtec,Spanish‎,16
4713,thai,Angkorian Old Khmer‎,55
4713,thai,Arabic‎,23
4713,thai,Bengali‎,4
4713,thai,Burmese‎,19
4713,thai,Cantonese‎,17
4713,thai,Catalan‎,1
4713,thai,Chinese‎,14
4713,thai,Chong‎,1
4713,thai,Dutch‎,1
4713,thai,Dzongkha‎,1
4713,thai,Eastern Lawa‎,1
4713,thai,English‎,1219
4713,thai,French‎,43
4713,thai,German‎,4
4713,thai,Greek‎,1
4713,thai,Gujarati‎,1
4713,thai,Hainanese‎,4
4713,thai,Hakka‎,4
4713,thai,Hebrew‎,1
4713,thai,Hindi‎,11
4713,thai,Hokkien‎,48
4713,thai,Indonesian‎,1
4713,thai,Inuktitut‎,1
4713,thai,Italian‎,6
4713,thai,Japanese‎,38
4713,thai,Javanese‎,9
4713,thai,Khmer‎,121
4713,thai,Korean‎,10
4713,thai,Kuy‎,1
4713,thai,Lao‎,1
4713,thai,Latin‎,2
4713,thai,Lü‎,1
4713,thai,Malay‎,39
4713,thai,Mandarin‎,15
4713,thai,Middle Chinese‎,33
4713,thai,Middle Dutch‎,1
4713,thai,Middle Khmer‎,7
4713,thai,Min Nan‎,29
4713,thai,Mon‎,9
4713,thai,Nepali‎,1
4713,thai,Northern Thai‎,3
4713,thai,Old Chinese‎,17
4713,thai,Old Khmer‎,361
4713,thai,Old Mon‎,7
4713,thai,Pali‎,572
4713,thai,Pattani Malay‎,1
4713,thai,Persian‎,15
4713,thai,Portuguese‎,13
4713,thai,Pre-Angkorian Old Khmer‎,36
4713,thai,Proto-Mon-Khmer‎,4
4713,thai,Russian‎,9
4713,thai,Sanskrit‎,696
4713,thai,Shan‎,0
4713,thai,Sinhalese‎,1
4713,thai,Spanish‎,10
4713,thai,Tai Nüa‎,0
4713,thai,Tamil‎,11
4713,thai,Teochew‎,106
4713,thai,Tibetan‎,1
4713,thai,Translingual‎,1
4713,thai,Turkish‎,2
4713,thai,Urdu‎,1
4713,thai,Vietnamese‎,5
4713,thai,Western Cham‎,1
4713,thai,Western Lawa‎,1
4718,thao,Bunun‎,1
4718,thao,Chinese‎,1
4718,thao,Hokkien‎,6
4718,thao,Japanese‎,1
4718,thao,Mandarin‎,2
4719,thavung,Thai‎,2
4721,thracian,Phrygian‎,1
4725,tibetan,Arabic‎,1
4725,tibetan,Chinese‎,7
4725,tibetan,English‎,12
4725,tibetan,Hindi‎,1
4725,tibetan,Japanese‎,1
4725,tibetan,Khotanese‎,1
4725,tibetan,Manchu‎,1
4725,tibetan,Mandarin‎,23
4725,tibetan,Middle Chinese‎,1
4725,tibetan,Mongolian‎,9
4725,tibetan,Nepali‎,1
4725,tibetan,Persian‎,3
4725,tibetan,Sanskrit‎,13
4725,tibetan,Uyghur‎,1
4729,tigre,Arabic‎,67
4729,tigre,Aramaic‎,7
4729,tigre,Cushitic languages‎,9
4729,tigre,Ge'ez‎,2
4729,tigre,Italian‎,2
4729,tigre,Ottoman Turkish‎,2
4729,tigre,Tigrinya‎,3
4730,tigrinya,Amharic‎,2
4730,tigrinya,Ancient Greek‎,1
4730,tigrinya,Arabic‎,32
4730,tigrinya,Aramaic‎,7
4730,tigrinya,Cushitic languages‎,6
4730,tigrinya,Ge'ez‎,5
4730,tigrinya,Hebrew‎,1
4730,tigrinya,Italian‎,2
4738,timugon murut,Min Nan‎,1
4747,tiruray,Malay‎,2
4751,tiwi,English‎,2
4756,tlamacazapa nahuatl,Spanish‎,2
4757,tlingit,Chinook Jargon‎,4
4757,tlingit,English‎,14
4757,tlingit,Haida‎,1
4757,tlingit,Russian‎,4
4761,toba batak,Malay‎,6
4761,toba batak,Sanskrit‎,8
4769,tocharian a,Bactrian‎,1
4769,tocharian a,Iranian languages‎,1
4769,tocharian a,Khotanese‎,1
4769,tocharian a,Middle Persian‎,1
4769,tocharian a,Sanskrit‎,11
4769,tocharian a,Tocharian B‎,4
4770,tocharian b,Avestan‎,1
4770,tocharian b,Bactrian‎,1
4770,tocharian b,Indo-Iranian languages‎,3
4770,tocharian b,Iranian languages‎,5
4770,tocharian b,Khotanese‎,9
4770,tocharian b,Middle Chinese‎,7
4770,tocharian b,Middle Persian‎,6
4770,tocharian b,Old Chinese‎,1
4770,tocharian b,Old Uyghur‎,1
4770,tocharian b,Pali‎,2
4770,tocharian b,Prakrit languages‎,2
4770,tocharian b,Proto-Iranian‎,1
4770,tocharian b,Proto-Sogdic‎,1
4770,tocharian b,Sanskrit‎,179
4770,tocharian b,Sogdian‎,1
4770,tocharian b,Tocharian A‎,1
4770,tocharian b,Uyghur‎,2
4773,tofa,Old Turkic‎,1
4776,tok pisin,Arabic‎,1
4776,tok pisin,Dutch‎,1
4776,tok pisin,English‎,24
4776,tok pisin,Fijian‎,1
4776,tok pisin,German‎,11
4776,tok pisin,Latin‎,1
4777,tokelauan,English‎,50
4777,tokelauan,French‎,1
4777,tokelauan,Samoan‎,22
4777,tokelauan,Tongan‎,1
4778,toki pona,Acadian French‎,2
4778,toki pona,Cantonese‎,2
4778,toki pona,Chinese‎,2
4778,toki pona,Danish‎,1
4778,toki pona,Dutch‎,8
4778,toki pona,English‎,24
4778,toki pona,Esperanto‎,12
4778,toki pona,Finnish‎,14
4778,toki pona,French‎,4
4778,toki pona,Georgian‎,4
4778,toki pona,German‎,1
4778,toki pona,Greek‎,2
4778,toki pona,Inupiaq‎,1
4778,toki pona,Japanese‎,2
4778,toki pona,Latin‎,3
4778,toki pona,Mandarin‎,1
4778,toki pona,Serbo-Croatian‎,10
4778,toki pona,Spanish‎,1
4778,toki pona,Swahili‎,1
4778,toki pona,Tok Pisin‎,12
4778,toki pona,Tongan‎,1
4778,toki pona,Welsh‎,2
4791,tongan,English‎,26
4800,torres strait creole,Meriam‎,7
4806,totontepec mixe,Nahuan languages‎,1
4806,totontepec mixe,Spanish‎,1
4810,translingual,Ancient Greek‎,37
4810,translingual,Bengali‎,1
4810,translingual,Chinese‎,0
4810,translingual,Classical Nahuatl‎,0
4810,translingual,East Slavic languages‎,1
4810,translingual,English‎,22
4810,translingual,French‎,19
4810,translingual,German‎,5
4810,translingual,Germanic languages‎,0
4810,translingual,Italian‎,2
4810,translingual,Late Latin‎,1
4810,translingual,Latin‎,68
4810,translingual,Mandarin‎,0
4810,translingual,Medieval Latin‎,2
4810,translingual,Mongolian‎,1
4810,translingual,New Latin‎,25
4810,translingual,Powhatan‎,1
4810,translingual,Russian‎,0
4810,translingual,Serbo-Croatian‎,1
4810,translingual,Spanish‎,2
4810,translingual,Swedish‎,1
4810,translingual,Tongan‎,1
4810,translingual,Translingual‎,0
4810,translingual,Yucatec Maya‎,1
4811,transylvanian saxon,Latin‎,1
4823,tsakhur,Armenian‎,1
4823,tsakhur,Azerbaijani‎,1
4826,tsat,Chinese‎,2
4832,tsimshian,English‎,1
4834,tsonga,Afrikaans‎,4
4834,tsonga,English‎,8
4835,tsou,Bunun‎,1
4835,tsou,Hokkien‎,3
4835,tsou,Japanese‎,6
4838,tswana,Afrikaans‎,2
4838,tswana,English‎,1
4838,tswana,Khoe languages‎,1
4840,tuareg,Arabic‎,1
4840,tuareg,Latin‎,1
4848,tulu,English‎,3
4848,tulu,Proto-Dravidian‎,1
4848,tulu,Sanskrit‎,26
4848,tulu,Urdu‎,1
4852,tumbuka,English‎,13
4852,tumbuka,Portuguese‎,1
4856,tundra nenets,Russian‎,1
