,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Unnamed: 0.1.1.1.1,loan_word,original_word,loan_word_epitran,original_word_epitran,loan_english,original_english,Fast Levenshtein Distance Div Maxlen,Dolgo Prime Distance Div Maxlen,Feature Edit Distance Div Maxlen,Hamming Feature Distance Div Maxlen,Weighted Feature Distance Div Maxlen,Partial Hamming Feature Distance Div Maxlen,plain Levenshtein,loan_unicode,original_unicode,label,label_bin,DNN_logits,mbert_cos,xlm_cos,ass_bert_mbert_cos,indic_bert_cos,muril_cos,mbertxlm,mbertass_bert,mbertindic_bert,mbertmuril,xlmmbert,xlmass_bert,xlmindic_bert,xlmmuril,ass_bertmbert,ass_bertxlm,ass_bertindic_bert,ass_bertmuril,indic_bertmbert,indic_bertxlm,indic_bertass_bert,indic_bertmuril,murilmbert,murilxlm,murilass_bert,murilindic_bert,mbert_src_assbert_trg
1368,1368,1368,1368,156,156,ধন্যবাদ,সাপ,dʰɔnzɔbad,ʃap,Thanks,Snake,0.888888888888889,0.625,0.598958333333333,0.661458333333333,4.828125,0.658854166666667,6,Bengali,Bengali,random,0,-11.527582,0.779682159423828,0.527535557746887,0.44533959031105,0.999765038490295,0.99980354309082,0.51680636,-0.033807807,0.9997825,0.99981433,0.78025174,-0.034113742,0.99976575,0.9998044,0.85443246,0.5436492,0.99976337,0.9997397,0.9990222,0.9961144,-0.037781075,0.99995965,0.9988808,0.9984937,-0.037537977,0.9999194,0.0104514565
1372,1372,1372,1372,50,50,কাঁচ,টেহা,kãsɔ,ʈeɦa,Glass,Teha,1,0.75,0.145833333333333,0.15625,1.9375,0.145833333333333,4,Bengali,Bengali,random,0,-12.045942,0.900194108486175,0.781260132789612,0.472854197025299,0.999559104442596,0.999093532562256,0.83055705,-0.01966589,0.9996856,0.99947494,0.90035444,-0.020725936,0.9995617,0.99909717,0.941064,0.78746533,0.999651,0.9996732,0.99774337,0.99538565,-0.03642297,0.99992996,0.9982303,0.99784696,-0.036597595,0.9999261,0.0027464926
1374,1374,1374,1374,86,86,ঘড়ী,শনিবার,gʱɔɹi,ʃɔn̪ibar,clock,Saturday,0.875,0.714285714285714,0.547619047619048,0.613095238095238,4.85714285714286,0.613095238095238,6,Bengali,Bengali,random,0,-10.662244,0.812561511993408,0.717138767242431,0.511250913143158,0.998845636844635,0.998523056507111,0.77129316,-0.04295484,0.99927485,0.99877,0.8129148,-0.04223153,0.99884486,0.9985263,0.8765405,0.857653,0.99939555,0.9993244,0.996079,0.99226004,-0.037098583,0.99991465,0.9982603,0.99798477,-0.037290543,0.99989104,0.023653604
1376,1376,1376,1376,44,44,কলা,কম্বল,kɔla,kɔmɔlɔ,Banana,Blanket,0.5,0.333333333333333,0.326388888888889,0.361111111111111,2.70833333333333,0.361111111111111,4,Bengali,Bengali,random,0,-6.8384943,0.911060810089111,0.59021008014679,0.458819389343262,0.9985271692276,0.999574363231659,0.69764245,-0.04449153,0.9994097,0.99963325,0.912327,-0.04414771,0.9985579,0.9995779,0.9508255,0.7772873,0.99967563,0.99971175,0.9976051,0.99432755,-0.036831703,0.9999588,0.99891436,0.998533,-0.03752295,0.9999195,0.046838954
1377,1377,1377,1377,136,136,তাই,তাই,tai,t̪ai,So,So,0.25,0,0.013888888888889,0.013888888888889,0.083333333333333,0.013888888888889,0,Bengali,Bengali,loan,1,2.8134847,0.999999701976776,1,0.400175988674164,0.998961091041565,0.999976694583893,0.9604094,-0.031984538,0.9992058,0.99989235,0.9999975,-0.025739208,0.998968,0.9999768,0.9843219,0.96519536,0.9997407,0.99986404,0.99590683,0.98819953,-0.037346587,0.99996185,0.9986675,0.9982801,-0.037118863,0.99992275,0.07729757
1379,1379,1379,1379,196,196,পুষ্প,ফুল,puxpɔ,ɸulɔ,Flowers,Flowers,0.6,0.4,0.245833333333333,0.275,2.65,0.266666666666667,4,Bengali,Bengali,synonym,0,-7.9981747,0.845951199531555,0.592634201049805,0.441103100776672,0.999589502811432,0.999373793601989,0.62534285,-0.031210989,0.99962234,0.99955547,0.8465047,-0.030667601,0.9995907,0.9993753,0.85919833,0.6435486,0.9996096,0.99956346,0.99887717,0.99729884,-0.03727372,0.9999585,0.9988015,0.9983996,-0.03762178,0.9999222,-0.0045175813
1382,1382,1382,1382,29,29,আগুনি,আতশ,aguni,at̪ɔʃɔ,Fire,Fire,0.833333333333333,0.4,0.291666666666667,0.308333333333333,2.95,0.308333333333333,4,Bengali,Bengali,synonym,0,-5.9760766,0.896462023258209,0.780650138854981,0.435395628213882,0.995609164237976,0.998372972011566,0.86263156,-0.034938034,0.99579054,0.9988494,0.89676833,-0.031296607,0.99563545,0.99838626,0.9216505,0.8769163,0.99712473,0.9991579,0.99326813,0.9760046,-0.038866505,0.99984777,0.9981713,0.99783444,-0.03698608,0.9999002,0.03440514
1383,1383,1383,1383,166,166,ধন্যবাদ,শুকরিয়া,dʰɔnzɔbad,ʃukrie̯a,Thanks,Thank you,0.888888888888889,0.5,0.2578125,0.286458333333333,3.28125,0.268229166666667,7,Bengali,Bengali,synonym,0,-15.593249,0.834767758846283,0.621154487133026,0.498094439506531,0.999586701393127,0.996988952159882,0.64376485,-0.038956538,0.9996066,0.9984229,0.83613,-0.04441144,0.9995934,0.9970459,0.9070685,0.8084073,0.9998633,0.9991715,0.99782825,0.9945799,-0.036361404,0.9999234,0.9981495,0.99675584,-0.036347747,0.99995446,0.008983401
1384,1384,1384,1384,246,246,ময়ূৰ,ময়ূর,mɔjuɹ,me̯ur,The peacock,Peacock,0.6,0.2,0.229166666666667,0.275,2.325,0.25,1,Bengali,Bengali,loan,1,5.3776236,0.95986396074295,0.887791037559509,0.412975162267685,0.998548686504364,0.994138360023498,0.89131224,-0.030707603,0.99925995,0.996129,0.95995885,-0.02833463,0.99855673,0.9941528,0.9655243,0.9027481,0.99917936,0.99699444,0.99536794,0.9955127,-0.03616786,0.99994683,0.99755514,0.99640214,-0.03645793,0.99987066,0.0089947535
1385,1385,1385,1385,207,207,বহুত,খুব,bɔɦut,kʰub,lot,Too much,0.8,0.8,0.4375,0.483333333333333,3.675,0.479166666666667,3,Bengali,Bengali,synonym,0,-10.136131,0.894202888011932,0.547432601451874,0.533261656761169,0.999705731868744,0.999755382537842,0.58928025,-0.03641569,0.9997368,0.99979347,0.89459443,-0.035757303,0.99970615,0.9997559,0.91517895,0.71409875,0.99976456,0.99978745,0.998612,0.9971786,-0.037923504,0.9999542,0.99891883,0.99851966,-0.037614573,0.99992037,0.02425629
1386,1386,1386,1386,180,180,পিতা,কাতি,pita,kat̪i,Father,Kati,0.8,0.25,0.09375,0.09375,1.0625,0.09375,3,Bengali,Bengali,random,0,-9.395098,0.826410233974457,0.629673480987549,0.453913569450378,0.996077179908752,0.999413967132568,0.68354607,-0.040857635,0.9983021,0.9995206,0.82642895,-0.038023777,0.9960989,0.99941564,0.9054345,0.8046515,0.9989927,0.99969786,0.9945235,0.98502475,-0.037817493,0.9998761,0.9989667,0.99848866,-0.037613176,0.9999175,-0.02858125
1387,1387,1387,1387,280,280,ৰচনা,সৃজন,ɹɔsɔna,ʃɽid͡ʑɔn̪ɔ,essay,Creation,0.8,0.285714285714286,0.25,0.273809523809524,2.57142857142857,0.261904761904762,4,Bengali,Bengali,synonym,0,-17.391552,0.820527076721191,0.550419628620148,0.620920360088348,0.998795628547668,0.997897744178772,0.58774316,-0.035705823,0.99857956,0.9991387,0.82144487,-0.03594421,0.998818,0.9979153,0.87133706,0.73170626,0.99923694,0.9992172,0.9943541,0.98904485,-0.036990434,0.9999242,0.9984135,0.9971518,-0.03682351,0.99995214,0.08738595
1388,1388,1388,1388,46,46,কলা,ডাঙর,kɔla,ɖaŋɔrɔ,Banana,Strong,0.833333333333333,0.5,0.371527777777778,0.416666666666667,3.27083333333333,0.402777777777778,4,Bengali,Bengali,random,0,-6.5349135,0.777220368385315,0.542256414890289,0.445681720972061,0.998781025409698,0.998968422412872,0.61116046,-0.02759773,0.99901867,0.9990043,0.7772026,-0.027999364,0.99878657,0.9989684,0.8875651,0.82406914,0.9996325,0.99922353,0.9971754,0.99403954,-0.03572177,0.9999387,0.9987958,0.9980682,-0.037178215,0.99993837,0.04105988
1389,1389,1389,1389,116,116,জিকা,ভাজা,zika,bʱad͡ʑa,Zika,Fried,0.857142857142857,0.25,0.104166666666667,0.114583333333333,1.25,0.104166666666667,3,Bengali,Bengali,random,0,-10.084468,0.883930683135986,0.775116920471191,0.441896975040436,0.99987655878067,0.997951090335846,0.8469574,-0.019412424,0.9999018,0.99866426,0.8838896,-0.017733812,0.9998766,0.99795926,0.90879965,0.8935,0.99956095,0.9988485,0.9972509,0.99611294,-0.036629096,0.999949,0.9980084,0.9977132,-0.037539605,0.9998568,0.035128176
1390,1390,1390,1390,336,336,হিম,হিম,ɦim,ɦim,Him,Him,0,0,0,0,0,0,0,Bengali,Bengali,loan,1,4.8794436,0.99999988079071,1,0.543662130832672,0.999553620815277,0.999949038028717,0.93815726,-0.049714223,0.9996672,0.9998079,0.99994576,-0.050010465,0.9995558,0.9999505,0.9798645,0.92012984,0.9995052,0.9994803,0.998791,0.9963195,-0.038347527,0.9999588,0.9987973,0.9983711,-0.037397757,0.9999228,-0.020684429
1392,1392,1392,1392,243,243,মই,খালা,mi,kʰala,I,Aunt,1,0.75,0.526041666666667,0.583333333333333,4.65625,0.578125,4,Bengali,Bengali,synonym,0,-12.885356,0.841766715049744,0.629654049873352,0.563537299633026,0.999429225921631,0.998891055583954,0.7264921,-0.05302488,0.999598,0.99944836,0.84154814,-0.049172472,0.9994324,0.9988984,0.8941184,0.8553067,0.9994811,0.9997066,0.9985787,0.9964294,-0.03832748,0.9999524,0.998759,0.9980112,-0.037243206,0.99994034,0.009428797
1393,1393,1393,1393,201,201,বস্তু,পো,bɔxtu,po,Objects,Poe,1,0.6,0.558333333333333,0.616666666666667,4.45,0.616666666666667,5,Bengali,Bengali,random,0,-8.877975,0.672500252723694,0.555034637451172,0.374119788408279,0.99836003780365,0.999774992465973,0.6232298,-0.028535195,0.9985082,0.9997653,0.6739075,-0.026933584,0.9983475,0.99977547,0.82362807,0.75123,0.99926907,0.9996924,0.9983419,0.99558735,-0.03739619,0.9999574,0.99892074,0.99849355,-0.03755381,0.999922,0.12507199
1396,1396,1396,1396,55,55,কাট,মূত্র,kat,mut̪rɔ,Cut,Urine,0.833333333333333,0.6,0.454166666666667,0.508333333333333,4.4,0.508333333333333,5,Bengali,Bengali,random,0,-5.88937,0.835260987281799,0.578051924705505,0.484411269426346,0.999476194381714,0.99735701084137,0.6584976,-0.034399416,0.9994062,0.9987314,0.8356668,-0.03844306,0.99948287,0.99738556,0.8993478,0.76075923,0.9997115,0.99886495,0.99800646,0.995286,-0.037192397,0.99991024,0.9984487,0.9973862,-0.037011027,0.99995244,0.036563538
1399,1399,1399,1399,101,101,চকৰ,বিষ,sɔkɔɹɔ,biʃ,Chakar,Poison,1,0.833333333333333,0.541666666666667,0.597222222222222,4.75,0.590277777777778,3,Bengali,Bengali,random,0,-8.531689,0.510104775428772,0.471305102109909,0.500436425209045,0.998470604419708,0.997135043144226,0.5109252,-0.037280887,0.9986168,0.99758863,0.5108124,-0.03821688,0.99847347,0.997138,0.6426687,0.57994276,0.9988941,0.99864584,0.99609125,0.992431,-0.037953187,0.9999449,0.9977857,0.9974326,-0.03755132,0.99986196,0.0021425849
1403,1403,1403,1403,64,64,গেলা,গলদেশ,gɛla,ɡɔlɔd̪eʃ,Swallow,Neck,0.875,0.571428571428571,0.535714285714286,0.589285714285714,4.35714285714286,0.589285714285714,4,Bengali,Bengali,synonym,0,-8.327318,0.895912349224091,0.586265981197357,0.437239170074463,0.996794939041138,0.998332858085632,0.7032572,-0.038798764,0.9969139,0.9987642,0.8960394,-0.037983596,0.99679244,0.9983391,0.9506829,0.83288586,0.99948186,0.9994552,0.99233824,0.9849936,-0.038300056,0.99981743,0.9982626,0.99798095,-0.036957674,0.9999061,0.07033935
1404,1404,1404,1404,130,130,জল,তোয়,zɔlɔ,t̪oe̯,Water,Toi,1,0.25,0.3125,0.333333333333333,3.0625,0.333333333333333,4,Bengali,Bengali,synonym,0,-12.860512,0.86144369840622,0.54033637046814,0.451447993516922,0.99908047914505,0.999215543270111,0.57317674,-0.048258193,0.9987815,0.9992124,0.862497,-0.040540975,0.9991003,0.99922454,0.8968951,0.6974349,0.99908924,0.99959785,0.9974375,0.99378157,-0.0366626,0.99996555,0.9986295,0.9979819,-0.037143543,0.99994326,0.052416943
1406,1406,1406,1406,340,340,সাগৰ,সমুদ্র,xagɔɹɔ,ʃɔmud̪rɔ,sea,The sea,0.875,0.428571428571429,0.345238095238095,0.386904761904762,3.23214285714286,0.372023809523809,5,Bengali,Bengali,synonym,0,-14.801966,0.914062261581421,0.732716739177704,0.41096219420433,0.997713029384613,0.999703645706177,0.7321541,-0.011930204,0.99702203,0.9996412,0.91473347,-0.01215066,0.9977386,0.99971104,0.9212794,0.78496945,0.9987532,0.99964637,0.99407244,0.9814151,-0.03736195,0.9999216,0.998762,0.99849445,-0.03760397,0.99991375,0.030619465
1407,1407,1407,1407,292,292,লিপি,রং,lipi,rɔŋ,Script,Color,1,0.5,0.359375,0.416666666666667,3.8125,0.385416666666667,4,Bengali,Bengali,random,0,-10.015196,0.907520174980164,0.461615145206451,0.446518123149872,0.998601138591766,0.999665677547455,0.5926516,-0.055766728,0.99838746,0.9996937,0.9076251,-0.056720655,0.9985984,0.9996667,0.93358296,0.73836815,0.99947333,0.9996625,0.99733657,0.9934157,-0.037252165,0.999943,0.9988723,0.9984649,-0.037601665,0.99992025,0.019464709
1410,1410,1410,1410,21,21,আঠ,আট,atʰ,aʈɔ,eight,Eight,0.666666666666667,0.333333333333333,0.326388888888889,0.361111111111111,2.66666666666667,0.361111111111111,1,Bengali,Bengali,loan,1,4.2671304,0.924921572208404,0.825813353061676,0.44554540514946,0.999352335929871,0.999338150024414,0.8610959,-0.037437677,0.99949217,0.9995137,0.9251293,-0.036716502,0.9993514,0.99933964,0.9443924,0.87238866,0.99937373,0.9995578,0.9976852,0.9952179,-0.037133887,0.9999632,0.9987697,0.9983394,-0.03739781,0.9999324,-0.0036004474
1412,1412,1412,1412,37,37,কচু,কচু,kɔsu,kɔt͡ɕu,Kachu,Kachu,0.5,0.25,0.052083333333333,0.052083333333333,0.6875,0.052083333333333,0,Bengali,Bengali,loan,1,5.212949,0.99999988079071,1,0.404431372880936,0.99972277879715,0.999205887317658,0.9792287,-0.042590044,0.9997729,0.9994275,0.9999964,-0.040623814,0.9997227,0.9992025,0.9840014,0.9670085,0.99982,0.9996083,0.99894166,0.99779165,-0.037389655,0.99996144,0.998382,0.9981332,-0.03712036,0.999907,0.007228747
1413,1413,1413,1413,174,174,পাখি,পাখি,pakʰi,pakʰi,Birds,Birds,0,0,0,0,0,0,0,Bengali,Bengali,loan,1,2.3794885,0.999999344348908,1,0.40045303106308,0.999626696109772,0.999848663806915,0.9949109,-0.025964623,0.9996263,0.99984425,0.9999953,-0.024804626,0.99962366,0.9998475,0.9406257,0.94096005,0.9988004,0.9997222,0.99873716,0.99649745,-0.03774845,0.99995965,0.9988316,0.99837136,-0.037337963,0.9999206,0.023017693
1415,1415,1415,1415,45,45,কালি,কলা,kali,kɔla,yesterday,Banana,0.5,0,0.0625,0.0625,0.6875,0.0625,2,Bengali,Bengali,loan,1,3.444882,0.903398096561432,0.616957366466522,0.494414180517197,0.996714651584625,0.999744832515717,0.68008685,-0.04621783,0.997492,0.99980146,0.9035411,-0.047772095,0.9967121,0.9997455,0.96549326,0.92232585,0.999384,0.9998899,0.9966154,0.9879819,-0.037183262,0.9999557,0.99887794,0.99844444,-0.037566587,0.9999263,0.032603044
1416,1416,1416,1416,214,214,বান,প্লবন,ban,plɔbɔn̪ɔ,The flood,Flood,0.75,0.571428571428571,0.544642857142857,0.601190476190476,4.42857142857143,0.601190476190476,4,Bengali,Bengali,synonym,0,-13.486389,0.871588408946991,0.709128260612488,0.472324401140213,0.998854398727417,0.998326599597931,0.71025693,-0.039849564,0.9995681,0.9992735,0.8732101,-0.04873954,0.99891657,0.9983755,0.9246949,0.84830457,0.99983555,0.99961793,0.9969684,0.9935637,-0.036774226,0.9999514,0.9985862,0.9976593,-0.036866046,0.9999437,0.13315828
1419,1419,1419,1419,132,132,দীঘা,ডাঙর,digʱa,ɖaŋɔrɔ,Digha,Strong,1,0.5,0.486111111111111,0.548611111111111,4.16666666666667,0.548611111111111,4,Bengali,Bengali,loan,1,5.1242833,0.906020224094391,0.710252583026886,0.445693373680115,0.995766699314117,0.99745786190033,0.7316964,-0.028961547,0.99794245,0.9985757,0.90609086,-0.029778488,0.9957714,0.9974659,0.91674703,0.7850697,0.9993401,0.99936724,0.994046,0.98384005,-0.03583442,0.99980474,0.9981152,0.9974024,-0.036964405,0.99986845,0.016037712
1421,1421,1421,1421,295,295,শনিবাৰ,শনিবার,xɔnibaɹ,ʃɔn̪ibar,Saturday,Saturday,0.375,0.142857142857143,0.050595238095238,0.06547619047619,0.767857142857143,0.050595238095238,1,Bengali,Bengali,loan,1,7.4880037,0.903848707675934,0.769773423671722,0.511260807514191,0.999212563037872,0.998103439807892,0.77231467,-0.03707975,0.9995119,0.9986144,0.90413415,-0.03587389,0.9992123,0.9981112,0.9160389,0.8176878,0.99966896,0.9984073,0.99664783,0.9952264,-0.037057154,0.99992126,0.9977352,0.9972442,-0.037220962,0.9998689,0.033702638
1423,1423,1423,1423,65,65,কল,লাউ,kɔlɔ,lau,Call,Lau,1,0.5,0.390625,0.416666666666667,4.03125,0.411458333333333,3,Bengali,Bengali,random,0,-9.199682,0.714219629764557,0.597758233547211,0.483417898416519,0.999167084693909,0.999725043773651,0.61822623,-0.038039796,0.9992728,0.9997299,0.7148448,-0.036827993,0.9991702,0.9997256,0.85496396,0.8233041,0.99940616,0.999797,0.99670637,0.9927825,-0.03948581,0.99993074,0.99893665,0.998504,-0.03762691,0.9999262,0.055301044
1427,1427,1427,1427,92,92,চন্দ্ৰ,চাঁদ,sɔndɹɔ,t͡ɕãd̪ɔ,moon,The moon,0.714285714285714,0.666666666666667,0.381944444444444,0.409722222222222,3.29166666666667,0.409722222222222,4,Bengali,Bengali,loan,1,6.604351,0.642277419567108,0.626011431217194,0.513256013393402,0.999512910842896,0.999448537826538,0.64069957,-0.028844632,0.99952984,0.9995694,0.6430209,-0.029973675,0.9995127,0.9994495,0.7347755,0.7103176,0.9995181,0.9995014,0.9977115,0.9921909,-0.03718338,0.9999555,0.9988655,0.99843496,-0.037593365,0.99991536,-0.04493564
1430,1430,1430,1430,9,9,অগ্নি,আগুন,ɔgni,aɡun̪,Fire,Fire,0.8,0.5,0.369791666666667,0.395833333333333,3.78125,0.390625,3,Bengali,Bengali,synonym,0,-0.0887388,0.825560927391052,0.527584671974182,0.525773882865906,0.99987804889679,0.999371111392975,0.6163716,-0.0262781,0.9998904,0.9994794,0.82585895,-0.028467093,0.9998793,0.99937296,0.8610579,0.6339767,0.999884,0.99942654,0.99713594,0.9955942,-0.037100065,0.99995697,0.9988879,0.9984589,-0.037627745,0.99991214,0.01808038
1431,1431,1431,1431,24,24,আম,আম,am,am,Mango,Mango,0,0,0,0,0,0,0,Bengali,Bengali,loan,1,-0.89125806,0.999999761581421,1,0.447384744882584,0.999851942062378,0.999942719936371,0.9967139,-0.037309963,0.9998683,0.9999454,0.9999993,-0.03606798,0.99985194,0.99994284,0.93564284,0.9126561,0.9995124,0.9998774,0.9989125,0.99781543,-0.037958782,0.9999586,0.9987816,0.9983882,-0.03738954,0.99992156,0.00040726736
1432,1432,1432,1432,302,302,শুকান,শুখা,xukan,ʃukʰa,dry,Dry,0.6,0.4,0.220833333333333,0.241666666666667,1.825,0.2375,2,Bengali,Bengali,loan,1,5.091648,0.934545636177063,0.874331176280975,0.416603118181229,0.998808801174164,0.997691035270691,0.8818369,-0.041080367,0.999514,0.9994184,0.93491024,-0.043748364,0.9988139,0.99768585,0.94549775,0.91040665,0.99936116,0.99960846,0.99744725,0.9937924,-0.03705986,0.99995154,0.9981985,0.9969174,-0.036568172,0.9999542,0.019981597
1434,1434,1434,1434,159,159,ধোঁৱা,পায়স,dʰʊ̃wa,pae̯ɔʃɔ,smoke,Pies,1,0.5,0.430555555555556,0.472222222222222,3.83333333333333,0.461805555555556,5,Bengali,Bengali,random,0,-8.312226,0.739690065383911,0.659219026565552,0.54634827375412,0.995908617973327,0.995156407356262,0.73773354,-0.035105146,0.998094,0.99526066,0.7394863,-0.035742775,0.9959681,0.9951712,0.8059087,0.74950135,0.9981481,0.9966965,0.99478006,0.983552,-0.036810257,0.99986666,0.99704087,0.99633706,-0.03676351,0.99985826,0.09745274
1435,1435,1435,1435,66,66,গিলা,গ্রীবা,gila,ɡɔriba,Swallow,The neck,0.666666666666667,0.5,0.475694444444444,0.541666666666667,4.16666666666667,0.538194444444444,4,Bengali,Bengali,synonym,0,-13.541119,0.82138991355896,0.685658693313599,0.404075890779495,0.996508717536926,0.99875819683075,0.74681336,-0.033954028,0.9970238,0.99915373,0.8217959,-0.034393888,0.9965045,0.9987633,0.9256069,0.8467388,0.9992418,0.99943894,0.99397933,0.9845266,-0.037449148,0.9998252,0.99817824,0.99765587,-0.036473244,0.9999255,0.09829009
1438,1438,1438,1438,121,121,টাকা,টাকা,taka,ʈaka,Money,Money,0.25,0,0.010416666666667,0.010416666666667,0.125,0.010416666666667,0,Bengali,Bengali,loan,1,1.5389681,0.999999761581421,1,0.385867118835449,0.999969601631165,0.999924421310425,0.9979132,-0.029617395,0.99995947,0.9999131,0.99999905,-0.02919141,0.99996966,0.999924,0.97666484,0.92149436,0.9999242,0.99989605,0.99701536,0.99517286,-0.03709134,0.9999524,0.998877,0.99851936,-0.03756443,0.9999182,-0.0071178884
1441,1441,1441,1441,63,63,কৃষ্ণ,বুদ্ধি,kɽixnɔ,bud̪d̪ʱi,Krishna,Wisdom,1,0.666666666666667,0.288194444444444,0.319444444444444,3.14583333333333,0.315972222222222,5,Bengali,Bengali,random,0,-10.179881,0.896944999694824,0.788031876087189,0.458861768245697,0.999232351779938,0.999462425708771,0.8521301,-0.04044845,0.99971336,0.99942726,0.8983743,-0.04153858,0.9992462,0.9994725,0.9273944,0.8679696,0.99981785,0.99958235,0.99835503,0.9961196,-0.036944207,0.99995255,0.9989402,0.9984694,-0.03761863,0.99992174,0.04411485
1442,1442,1442,1442,159,159,ডিম,বয়দা,dim,be̯ɔd̪a,Eggs,Boyda,0.857142857142857,0.8,0.433333333333333,0.483333333333333,4.2,0.475,5,Bengali,Bengali,synonym,0,-7.6575623,0.912367820739746,0.444869846105576,0.378036856651306,0.999347388744354,0.997308194637299,0.6088945,-0.04155533,0.9997333,0.9989241,0.9128597,-0.03776326,0.99935853,0.99732685,0.9307619,0.7979871,0.99974406,0.9995035,0.9981886,0.99480546,-0.036923178,0.9999128,0.99846196,0.9974179,-0.03699089,0.99995124,-0.015126716
1443,1443,1443,1443,115,115,চান্দ,স্নান,sandɔ,ʃn̪an̪,Chand,Bath,0.833333333333333,0.6,0.3375,0.383333333333333,4.55,0.358333333333333,4,Bengali,Bengali,synonym,0,-8.1296215,0.895895600318909,0.861319720745087,0.463701039552689,0.999759256839752,0.998225927352905,0.884882,-0.024009258,0.9997934,0.9984538,0.89591354,-0.024187814,0.9997617,0.99821967,0.9343313,0.89458317,0.99987245,0.9992171,0.9983113,0.996405,-0.03624858,0.99995995,0.9979564,0.9976277,-0.037434153,0.9998654,0.08210819
1444,1444,1444,1444,187,187,ফেঁচা,পেঁচা,pʰɛ̃sa,pẽt͡ɕa,owl,Owl,0.666666666666667,0.5,0.072916666666667,0.072916666666667,0.8125,0.072916666666667,1,Bengali,Bengali,loan,1,4.023099,0.934483528137207,0.886079430580139,0.436755627393722,0.999194443225861,0.997128963470459,0.9094575,-0.010009909,0.9991498,0.99782175,0.93549275,-0.006728934,0.9992001,0.9971564,0.95575404,0.9253495,0.9995474,0.9990414,0.99773484,0.99652034,-0.036458954,0.99995756,0.99785644,0.99718434,-0.036663316,0.99988246,0.037384685
